pi.vec,procedure,FDR,n,bound,power
0.9500000000000001,LOND,0.0010762978562263872,1000,1,0.49360052592491027
1,Bonferroni,0,1000,1,0.2921054
1,LORD,0,1000,1,0.4994321
1,ADDIS,0,1000,1,0.6313725
1,LORD2.plus,0,1000,1,0.5547857
1,SAFFRON,0,1000,1,0.6646906700000003
1,LOND,0,1000,1,0.496896
0.01,Bonferroni,0.004023730158730159,1000,0,0.2406169427128541
0.01,LORD,0.007088302078100887,1000,0,0.24732449661433792
0.01,ADDIS,0.029968316450122455,1000,0,0.2627905878741399
0.01,LORD2.plus,0.007604987770923839,1000,0,0.25562645337694573
0.01,SAFFRON,0.06231825705534451,1000,0,0.22999321767979902
0.01,LOND,0.005350362515701801,1000,0,0.2550640397857641
0.02,Bonferroni,0.0016784641012582188,1000,0,0.2396259586049517
0.02,LORD,0.008269100401282765,1000,0,0.2686549428777553
0.02,ADDIS,0.03698988930225588,1000,0,0.2911508043310819
0.02,LORD2.plus,0.0077244613788617356,1000,0,0.27775337383525883
0.02,SAFFRON,0.07022157090807675,1000,0,0.25989426697593454
0.02,LOND,0.0027709102477320724,1000,0,0.26316682569818095
0.03,Bonferroni,0.0012598098083547,1000,0,0.23848796076629405
0.03,LORD,0.011081534311800034,1000,0,0.2857806617667218
0.03,ADDIS,0.03666889409824517,1000,0,0.31497840095796553
0.03,LORD2.plus,0.009149204366627547,1000,0,0.2941240187614655
0.03,SAFFRON,0.0744135758406643,1000,0,0.28290642025056617
0.03,LOND,0.0026605513517912725,1000,0,0.27052140165635097
0.04,Bonferroni,0.0010594383212284343,1000,0,0.23897611016561443
0.04,LORD,0.013101443193769793,1000,0,0.29947416753552175
0.04,ADDIS,0.037731964351685986,1000,0,0.3335628238010124
0.04,LORD2.plus,0.009875462537629713,1000,0,0.30598917217246735
0.04,SAFFRON,0.07622593712561032,1000,0,0.3015455391865107
0.04,LOND,0.0025851824472693024,1000,0,0.2765917124114445
0.05,Bonferroni,0.0010259579510633837,1000,0,0.23806202659044276
0.05,LORD,0.013825166521716097,1000,0,0.3113575676720717
0.05,ADDIS,0.040510026215354045,1000,0,0.34830575705283034
0.05,LORD2.plus,0.009947817778128597,1000,0,0.3161615664098329
0.05,SAFFRON,0.07739313815353314,1000,0,0.31728146259881623
0.05,LOND,0.002622658385370041,1000,0,0.28142571466167504
0.060000000000000005,Bonferroni,6.409098050537192e-4,1000,0,0.23815371381628356
0.060000000000000005,LORD,0.015205394995333688,1000,0,0.32091369797948793
0.060000000000000005,ADDIS,0.04197961266017862,1000,0,0.36180704722090307
0.060000000000000005,LORD2.plus,0.010318509827254392,1000,0,0.32432467244642604
0.060000000000000005,SAFFRON,0.07784883757287252,1000,0,0.3312503200263797
0.060000000000000005,LOND,0.002084678183761884,1000,0,0.2857489999059121
0.06999999999999999,Bonferroni,6.635448127826624e-4,1000,0,0.23881797719333972
0.06999999999999999,LORD,0.015361654691734346,1000,0,0.33051490911421494
0.06999999999999999,ADDIS,0.042774533234578076,1000,0,0.3721054424754981
0.06999999999999999,LORD2.plus,0.01029518329804126,1000,0,0.3328280143532505
0.06999999999999999,SAFFRON,0.07736797889984459,1000,0,0.34252696053404186
0.06999999999999999,LOND,0.0023281524084124124,1000,0,0.2907908184720186
0.08,Bonferroni,5.990150968019562e-4,1000,0,0.2388519354871017
0.08,LORD,0.016432259023914535,1000,0,0.3379009072147241
0.08,ADDIS,0.041463288994128704,1000,0,0.38060191268512095
0.08,LORD2.plus,0.010594575381405801,1000,0,0.3393371361285494
0.08,SAFFRON,0.07826417178943107,1000,0,0.3531543573326471
0.08,LOND,0.0021797471065889452,1000,0,0.2944979649044789
0.09,Bonferroni,4.452666579580613e-4,1000,0,0.23874847713112238
0.09,LORD,0.015279810921267043,1000,0,0.3443755072667148
0.09,ADDIS,0.04284637340783161,1000,0,0.38854687458689774
0.09,LORD2.plus,0.009472264578709283,1000,0,0.34459476834020397
0.09,SAFFRON,0.07700875081446559,1000,0,0.3613015243956077
0.09,LOND,0.0017853263188220131,1000,0,0.297962616954318
0.1,Bonferroni,3.916264557315123e-4,1000,0,0.23823728541631048
0.1,LORD,0.015517893576901113,1000,0,0.34983619114666414
0.1,ADDIS,0.0411644980046534,1000,0,0.3963908949381943
0.1,LORD2.plus,0.009403655597864364,1000,0,0.3495746453296594
0.1,SAFFRON,0.07673141049749403,1000,0,0.37030553937564
0.1,LOND,0.0017437106148888008,1000,0,0.300349716562643
0.15000000000000002,Bonferroni,3.22717094898331e-4,1000,0,0.23820478246220664
0.15000000000000002,LORD,0.016064553809421955,1000,0,0.37204559256914344
0.15000000000000002,ADDIS,0.043100209315719056,1000,0,0.4253903173051253
0.15000000000000002,LORD2.plus,0.009315456265139658,1000,0,0.3685884211079105
0.15000000000000002,SAFFRON,0.07534549945517095,1000,0,0.40493144102780076
0.15000000000000002,LOND,0.0017067189394758188,1000,0,0.31198235006522335
0.2,Bonferroni,1.874209132946942e-4,1000,0,0.23840791498616984
0.2,LORD,0.015041194802813063,1000,0,0.38932869383868296
0.2,ADDIS,0.04010077225943704,1000,0,0.4457808365323422
0.2,LORD2.plus,0.008355596322098533,1000,0,0.3837803557007848
0.2,SAFFRON,0.07124790615108482,1000,0,0.43030872519140634
0.2,LOND,0.0013919677319247602,1000,0,0.32158775592067157
0.25,Bonferroni,1.2133796664682311e-4,1000,0,0.23865058867883945
0.25,LORD,0.016153483603407272,1000,0,0.40294759138530606
0.25,ADDIS,0.04056082862897232,1000,0,0.4651013937343641
0.25,LORD2.plus,0.00893724315769597,1000,0,0.3956440914457332
0.25,SAFFRON,0.06873905256383005,1000,0,0.4518423321594681
0.25,LOND,0.0015042773787429429,1000,0,0.329332508829713
0.30000000000000004,Bonferroni,1.1019110892341327e-4,1000,0,0.23856744845432115
0.30000000000000004,LORD,0.015353506135997487,1000,0,0.41412348737338495
0.30000000000000004,ADDIS,0.03850383870736976,1000,0,0.48032245309901345
0.30000000000000004,LORD2.plus,0.008559745417738617,1000,0,0.4053828969010626
0.30000000000000004,SAFFRON,0.06593410353839911,1000,0,0.4704818683970296
0.30000000000000004,LOND,0.0014804224071532576,1000,0,0.33540171294416854
0.35,Bonferroni,7.229186496238326e-5,1000,0,0.2391049213454305
0.35,LORD,0.014520157054945887,1000,0,0.4235584366750637
0.35,ADDIS,0.03709889817592441,1000,0,0.49294922179865763
0.35,LORD2.plus,0.007895899683794847,1000,0,0.4136483868447931
0.35,SAFFRON,0.06177433417987397,1000,0,0.48642109145928036
0.35,LOND,0.0011476270204249122,1000,0,0.34121206686229477
0.4,Bonferroni,8.123679595725375e-5,1000,0,0.23853094104529446
0.4,LORD,0.01320906078739685,1000,0,0.43157793440182907
0.4,ADDIS,0.03512627088038758,1000,0,0.5052433337834286
0.4,LORD2.plus,0.007269394535460818,1000,0,0.42073021901490193
0.4,SAFFRON,0.05803931548303897,1000,0,0.5011449571562241
0.4,LOND,0.001181158158642869,1000,0,0.3458008380078591
0.45000000000000007,Bonferroni,5.500262779159735e-5,1000,0,0.23878911387842358
0.45000000000000007,LORD,0.01222522954881773,1000,0,0.43977901389769636
0.45000000000000007,ADDIS,0.03414853405122785,1000,0,0.5170080884232632
0.45000000000000007,LORD2.plus,0.006613822301539596,1000,0,0.4276130965894511
0.45000000000000007,SAFFRON,0.05529171290484023,1000,0,0.5156205513009876
0.45000000000000007,LOND,0.0010310279722187071,1000,0,0.35052174276376696
0.5,Bonferroni,4.066314795957697e-5,1000,0,0.23822285362529036
0.5,LORD,0.011036509627904173,1000,0,0.4459612936381243
0.5,ADDIS,0.03250319011037643,1000,0,0.5277799451496701
0.5,LORD2.plus,0.005925283054754631,1000,0,0.43286718076566405
0.5,SAFFRON,0.05151005328918278,1000,0,0.5285445573079031
0.5,LOND,9.268396804390152e-4,1000,0,0.35378813437282997
0.55,Bonferroni,5.744671543005196e-5,1000,0,0.23847835674508988
0.55,LORD,0.010903126389753257,1000,0,0.4527268641240421
0.55,ADDIS,0.030633168591520814,1000,0,0.5383031680621745
0.55,LORD2.plus,0.006023815019833628,1000,0,0.43868001648866606
0.55,SAFFRON,0.047586864172586535,1000,0,0.5411433014738924
0.55,LOND,0.0010426881527200646,1000,0,0.3579070747740697
0.6,Bonferroni,3.199073216308483e-5,1000,0,0.23860775166517167
0.6,LORD,0.009512278014921608,1000,0,0.45844508890189595
0.6,ADDIS,0.02802271371691013,1000,0,0.5479826527585916
0.6,LORD2.plus,0.00523266347383948,1000,0,0.4435791990315064
0.6,SAFFRON,0.04390990800424189,1000,0,0.5536203340989758
0.6,LOND,8.729869049842208e-4,1000,0,0.3611599637856109
0.65,Bonferroni,2.6822258567774832e-5,1000,0,0.2384123155693704
0.65,LORD,0.008039877565455697,1000,0,0.46424807241234745
0.65,ADDIS,0.027111304471400425,1000,0,0.5588179999538917
0.65,LORD2.plus,0.0043202175331677126,1000,0,0.44816459183215757
0.65,SAFFRON,0.03979743611013689,1000,0,0.5660291366694147
0.65,LOND,6.449125899099494e-4,1000,0,0.3641897671574005
0.7000000000000001,Bonferroni,1.9256887900623732e-5,1000,0,0.23828415727900756
0.7000000000000001,LORD,0.006839202460201653,1000,0,0.46938651959793276
0.7000000000000001,ADDIS,0.024059870833746635,1000,0,0.5681662933249152
0.7000000000000001,LORD2.plus,0.0036482319504346434,1000,0,0.45249980365196435
0.7000000000000001,SAFFRON,0.0354425566189371,1000,0,0.5781555276646451
0.7000000000000001,LOND,5.56433033736635e-4,1000,0,0.3671494033497026
0.75,Bonferroni,1.6997908512852246e-5,1000,0,0.23874802155861452
0.75,LORD,0.006197846943291477,1000,0,0.4747062497438321
0.75,ADDIS,0.020454331644631212,1000,0,0.5778435843361736
0.75,LORD2.plus,0.003409829388520841,1000,0,0.45679222529373653
0.75,SAFFRON,0.03067121140107275,1000,0,0.5904747890048674
0.75,LOND,5.909014446346805e-4,1000,0,0.37035338572795745
0.8,Bonferroni,6.809908904717732e-6,1000,0,0.23839350411975238
0.8,LORD,0.004589602722355426,1000,0,0.47937681097220486
0.8,ADDIS,0.017701094362299136,1000,0,0.587731003993522
0.8,LORD2.plus,0.0024499149373900155,1000,0,0.46041384447102573
0.8,SAFFRON,0.025941274245886752,1000,0,0.6036617911773692
0.8,LOND,3.3320126828745094e-4,1000,0,0.372714591468731
0.85,Bonferroni,6.323886096858844e-6,1000,0,0.23848849531150695
0.85,LORD,0.003476480870696379,1000,0,0.4842149174580132
0.85,ADDIS,0.014446419006149918,1000,0,0.5979284415012108
0.85,LORD2.plus,0.0018321747560804,1000,0,0.46425393896095035
0.85,SAFFRON,0.02053739589245685,1000,0,0.6170781892030783
0.85,LOND,2.665775644727364e-4,1000,0,0.3753042295723292
0.9,Bonferroni,5.396874371771954e-6,1000,0,0.23835525582595432
0.9,LORD,0.0022967254943503973,1000,0,0.4882659363811404
0.9,ADDIS,0.009903104634985404,1000,0,0.6080103253867881
0.9,LORD2.plus,0.0012347440917659953,1000,0,0.4674812023576111
0.9,SAFFRON,0.01453029989816086,1000,0,0.6314718952448787
0.9,LOND,1.9670104394569084e-4,1000,0,0.37749719598660575
0.9500000000000001,Bonferroni,2.138706025165661e-6,1000,0,0.23836230059539484
0.9500000000000001,LORD,0.0011393742853520153,1000,0,0.4926933946733841
0.9500000000000001,ADDIS,0.0055084182520981914,1000,0,0.6192454965610154
0.9500000000000001,LORD2.plus,5.884936004939251e-4,1000,0,0.4705934665721099
0.9500000000000001,SAFFRON,0.007900364304079917,1000,0,0.647249275285672
0.9500000000000001,LOND,8.185917689925202e-5,1000,0,0.3795542604586154
1,Bonferroni,0,1000,0,0.2384674
1,LORD,0,1000,0,0.4970941
1,ADDIS,0,1000,0,0.630267
1,LORD2.plus,0,1000,0,0.4740438
1,SAFFRON,0,1000,0,0.6646251100000002
1,LOND,0,1000,0,0.3821537
